# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.999297291040420532e-01 1.484830379486083984e+00 1.555934995412826538e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.055974006652832031e+01 1.192035675048828125e+01 1.114926624298095703e+01 1.999297291040420532e-01 1.484830379486083984e+00 1.555934995412826538e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.055974006652832031e+01 1.192035675048828125e+01 1.114926624298095703e+01
1.000000000000000000e+03 3.622432231903076172e+00 1.048329830169677734e+00 3.700413703918457031e-01 9.186809620587155223e-05 1.118065995342476526e-08 5.786546807939885184e-06 4.744277477264404297e+00 5.882691383361816406e+00 8.520560264587402344e+00 3.622432231903076172e+00 1.048329830169677734e+00 3.700413703918457031e-01 9.186809620587155223e-05 1.118065995342476526e-08 5.786546807939885184e-06 4.744277477264404297e+00 5.882691383361816406e+00 8.520560264587402344e+00
2.000000000000000000e+03 3.761732101440429688e+00 7.794786095619201660e-01 4.471445977687835693e-01 9.417443652637302876e-05 5.210351446294225752e-06 1.363109186058863997e-05 4.276216983795166016e+00 6.206422328948974609e+00 8.462675094604492188e+00 3.761732101440429688e+00 7.794786095619201660e-01 4.471445977687835693e-01 9.417443652637302876e-05 5.210351446294225752e-06 1.363109186058863997e-05 4.276216983795166016e+00 6.206422328948974609e+00 8.462675094604492188e+00
3.000000000000000000e+03 3.749055624008178711e+00 7.380343675613403320e-01 4.721621870994567871e-01 9.761923865880817175e-05 8.641141903353855014e-06 1.454100311093498021e-05 4.202449321746826172e+00 6.260580062866210938e+00 8.456998825073242188e+00 3.749055624008178711e+00 7.380343675613403320e-01 4.721621870994567871e-01 9.761923865880817175e-05 8.641141903353855014e-06 1.454100311093498021e-05 4.202449321746826172e+00 6.260580062866210938e+00 8.456998825073242188e+00
4.000000000000000000e+03 3.690992116928100586e+00 7.452984452247619629e-01 5.435202121734619141e-01 1.134233243647031486e-04 6.603507790714502335e-04 3.214945536456070840e-06 4.277764797210693359e+00 5.833969116210937500e+00 8.271573066711425781e+00 3.690992116928100586e+00 7.452984452247619629e-01 5.435202121734619141e-01 1.134233243647031486e-04 6.603507790714502335e-04 3.214945536456070840e-06 4.277764797210693359e+00 5.833969116210937500e+00 8.271573066711425781e+00
5.000000000000000000e+03 3.228925228118896484e+00 5.180160403251647949e-01 5.792056918144226074e-01 1.938269269885495305e-05 4.849216111324494705e-06 1.320609044341836125e-06 4.101481437683105469e+00 5.005877017974853516e+00 8.271855354309082031e+00 3.228925228118896484e+00 5.180160403251647949e-01 5.792056918144226074e-01 1.938269269885495305e-05 4.849216111324494705e-06 1.320609044341836125e-06 4.101481437683105469e+00 5.005877017974853516e+00 8.271855354309082031e+00
6.000000000000000000e+03 2.974167823791503906e+00 3.842433393001556396e-01 5.327187180519104004e-01 2.067629247903823853e-05 1.900717688840813935e-05 1.200909451881670975e-07 3.971822738647460938e+00 4.297378540039062500e+00 8.075942993164062500e+00 2.974167823791503906e+00 3.842433393001556396e-01 5.327187180519104004e-01 2.067629247903823853e-05 1.900717688840813935e-05 1.200909451881670975e-07 3.971822738647460938e+00 4.297378540039062500e+00 8.075942993164062500e+00
7.000000000000000000e+03 2.754496574401855469e+00 2.723536193370819092e-01 5.696983933448791504e-01 9.536096513329539448e-06 9.232275260728783906e-06 1.296879872825229540e-06 3.779667139053344727e+00 3.729843854904174805e+00 7.760051250457763672e+00 2.754496574401855469e+00 2.723536193370819092e-01 5.696983933448791504e-01 9.536096513329539448e-06 9.232275260728783906e-06 1.296879872825229540e-06 3.779667139053344727e+00 3.729843854904174805e+00 7.760051250457763672e+00
8.000000000000000000e+03 2.750755786895751953e+00 1.922714859247207642e-01 4.950408339500427246e-01 7.083201580826425925e-07 3.775450295506743714e-06 7.765608024783432484e-04 3.592640638351440430e+00 3.361151933670043945e+00 7.614762306213378906e+00 2.750755786895751953e+00 1.922714859247207642e-01 4.950408339500427246e-01 7.083201580826425925e-07 3.775450295506743714e-06 7.765608024783432484e-04 3.592640638351440430e+00 3.361151933670043945e+00 7.614762306213378906e+00
9.000000000000000000e+03 2.414932012557983398e+00 5.236961320042610168e-02 4.382611513137817383e-01 3.200000719516538084e-06 1.686058226368913893e-07 2.057291567325592041e-06 3.104552507400512695e+00 2.917677164077758789e+00 7.488502979278564453e+00 2.414932012557983398e+00 5.236961320042610168e-02 4.382611513137817383e-01 3.200000719516538084e-06 1.686058226368913893e-07 2.057291567325592041e-06 3.104552507400512695e+00 2.917677164077758789e+00 7.488502979278564453e+00
1.000000000000000000e+04 2.591633081436157227e+00 4.613629728555679321e-02 3.719536364078521729e-01 1.142653445640462451e-06 1.401824420099728741e-06 4.950152856508793775e-07 3.069202184677124023e+00 2.822904348373413086e+00 7.320232868194580078e+00 2.591633081436157227e+00 4.613629728555679321e-02 3.719536364078521729e-01 1.142653445640462451e-06 1.401824420099728741e-06 4.950152856508793775e-07 3.069202184677124023e+00 2.822904348373413086e+00 7.320232868194580078e+00
1.100000000000000000e+04 2.612237930297851562e+00 4.073734581470489502e-02 3.337772190570831299e-01 2.287198412886937149e-06 8.985111890069674700e-06 1.631825216463766992e-05 3.059003353118896484e+00 2.863945007324218750e+00 7.239146232604980469e+00 2.612237930297851562e+00 4.073734581470489502e-02 3.337772190570831299e-01 2.287198412886937149e-06 8.985111890069674700e-06 1.631825216463766992e-05 3.059003353118896484e+00 2.863945007324218750e+00 7.239146232604980469e+00
1.200000000000000000e+04 2.456859111785888672e+00 5.675367638468742371e-02 3.138847053050994873e-01 4.677242759498767555e-05 1.654585321375634521e-05 2.889338020395371132e-06 3.005527019500732422e+00 3.040159940719604492e+00 7.323654174804687500e+00 2.456859111785888672e+00 5.675367638468742371e-02 3.138847053050994873e-01 4.677242759498767555e-05 1.654585321375634521e-05 2.889338020395371132e-06 3.005527019500732422e+00 3.040159940719604492e+00 7.323654174804687500e+00
1.300000000000000000e+04 3.265310525894165039e+00 1.124705150723457336e-01 4.253238141536712646e-01 3.179380291840061545e-05 6.816675886511802673e-05 6.590924022020772099e-05 3.253051996231079102e+00 2.436157941818237305e+00 6.824063301086425781e+00 3.265310525894165039e+00 1.124705150723457336e-01 4.253238141536712646e-01 3.179380291840061545e-05 6.816675886511802673e-05 6.590924022020772099e-05 3.253051996231079102e+00 2.436157941818237305e+00 6.824063301086425781e+00
